,id,number,state,userId,userlogin,username,labels,createTimestamp,updateTimestamp,finishTimestamp,type
587,2645350,I1KP5Y,open,6575118,kisnwang,kisnwang,[],2020-06-15T19:10:48+08:00,2020-06-15T19:11:23+08:00,,RFC
588,2632871,I1KFJB,open,5724093,quarter3,lupengcheng,"[{'id': 67686589, 'name': 'low-hanging-fruit', 'color': 'f1009a', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/low-hanging-fruit', 'created_at': '2020-06-18T09:01:47+08:00', 'updated_at': '2020-08-29T09:37:22+08:00'}]",2020-06-12T15:48:15+08:00,2020-06-18T09:03:05+08:00,,RFC
589,2628743,I1KCCN,open,6575739,pandoublefeng,panfengfeng,[],2020-06-11T20:01:07+08:00,2020-06-13T21:19:59+08:00,,RFC
590,2626829,I1KAVH,open,6573934,wangcong666,wangcong,[],2020-06-11T15:22:00+08:00,2020-06-11T15:22:15+08:00,,Bug-Report
591,2625096,I1K9JC,open,6584709,zhangyinxia,zhangyinxia,[],2020-06-11T11:08:21+08:00,2020-06-11T11:33:13+08:00,,Task-Tracking
592,2623782,I1K8IU,open,7346502,ziruiwu,ZiruiWu,[],2020-06-11T04:17:29+08:00,2020-06-11T04:20:47+08:00,,Empty-Template
593,2617937,I1K40H,open,6574921,zongha,zongha,[],2020-06-10T10:02:28+08:00,2020-06-23T10:27:32+08:00,,Task-Tracking
594,2611487,I1JZ1B,open,5644189,c_34,chenhaozhe,"[{'id': 58024395, 'name': 'comp/parallel', 'color': 'b0d206', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/comp/parallel', 'created_at': '2020-03-19T16:41:09+08:00', 'updated_at': '2021-02-03T17:31:56+08:00'}, {'id': 59187776, 'name': 'comp/train', 'color': 'fd6206', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/comp/train', 'created_at': '2020-03-30T05:00:44+08:00', 'updated_at': '2021-02-05T16:40:25+08:00'}, {'id': 58021213, 'name': 'kind/bug', 'color': 'ec0019', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/kind/bug', 'created_at': '2020-03-19T16:22:05+08:00', 'updated_at': '2021-02-05T17:06:03+08:00'}]",2020-06-09T09:49:57+08:00,2020-08-19T11:06:33+08:00,,Bug-Report
595,2575882,I1J7KA,open,6574896,dwtt2012,dengwentao,[],2020-06-02T15:37:35+08:00,2020-06-02T15:39:02+08:00,,Bug-Report
596,2570361,I1J3AX,open,6584654,yoonlee666,yoonlee666,[],2020-06-01T17:03:17+08:00,2020-06-03T16:51:20+08:00,,RFC
597,2564719,I1IYY7,open,2299777,aierwiki,天凉,[],2020-05-31T15:21:23+08:00,2020-05-31T15:24:37+08:00,,Bug-Report
598,2564509,I1IYSD,open,982593,EsteinOpenCode,Estein,[],2020-05-31T13:25:06+08:00,2020-05-31T13:25:07+08:00,,Bug-Report
599,2563555,I1IY1V,open,6575400,yanghaitao1,yanghaitao,[],2020-05-30T18:39:58+08:00,2020-05-30T18:40:54+08:00,,RFC
600,2560754,I1IVW2,open,7494416,loveunk,loveunk,[],2020-05-29T21:14:14+08:00,2020-05-29T21:14:14+08:00,,Bug-Report
601,2556442,I1ISKA,open,6569260,randywangze,RandyWangze,[],2020-05-29T10:34:21+08:00,2020-05-29T10:40:57+08:00,,RFC
602,2555057,I1IRHT,open,6574868,jojobugfree,caifubi,[],2020-05-28T22:18:00+08:00,2020-05-28T22:20:10+08:00,,Bug-Report
603,2554687,I1IR7J,open,6557666,HidyLi,HidyLi,"[{'id': 58021213, 'name': 'kind/bug', 'color': 'ec0019', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/kind/bug', 'created_at': '2020-03-19T16:22:05+08:00', 'updated_at': '2021-02-05T17:06:03+08:00'}, {'id': 58022173, 'name': 'device/cpu', 'color': '1dbaae', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/device/cpu', 'created_at': '2020-03-19T16:26:44+08:00', 'updated_at': '2021-02-05T16:40:48+08:00'}, {'id': 58024753, 'name': 'stat/RFC', 'color': 'f1009a', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/stat/RFC', 'created_at': '2020-03-19T16:43:53+08:00', 'updated_at': '2021-02-04T10:22:52+08:00'}]",2020-05-28T19:58:32+08:00,2021-02-03T14:14:45+08:00,,Bug-Report
604,2552754,I1IPPU,open,6584654,yoonlee666,yoonlee666,[],2020-05-28T16:33:11+08:00,2020-05-28T16:41:09+08:00,,RFC
605,2552528,I1IPJK,open,7619022,kou998,kou998,[],2020-05-28T16:06:31+08:00,2020-05-28T16:06:32+08:00,,Bug-Report
606,2550138,I1INP6,open,7619022,kou998,kou998,[],2020-05-28T10:23:26+08:00,2020-05-28T10:24:39+08:00,,Bug-Report
607,2549516,I1IN7W,open,6575400,yanghaitao1,yanghaitao,[],2020-05-28T09:34:45+08:00,2020-05-28T14:31:39+08:00,,Bug-Report
608,2542018,I1IHFM,open,6575739,pandoublefeng,panfengfeng,[],2020-05-26T20:15:10+08:00,2020-05-26T20:16:06+08:00,,Empty-Template
609,2540648,I1IGDK,open,7423528,VennLian,VennLian,[],2020-05-26T16:50:16+08:00,2020-05-26T16:52:16+08:00,,RFC
610,2536646,I1IDAE,open,7358260,hessam,Hessam,[],2020-05-26T02:01:48+08:00,2020-05-26T02:05:16+08:00,,Bug-Report
611,2522086,I1I21Y,open,6571702,thlinh,thlinh,"[{'id': 58023509, 'name': 'comp/infer', 'color': '20c22e', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/comp/infer', 'created_at': '2020-03-19T16:35:31+08:00', 'updated_at': '2021-01-30T17:31:49+08:00'}, {'id': 59187557, 'name': 'comp/parser', 'color': '6a06d1', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/comp/parser', 'created_at': '2020-03-30T03:25:41+08:00', 'updated_at': '2021-02-01T15:11:39+08:00'}, {'id': 58021008, 'name': 'kind/enhancement', 'color': 'b000cf', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/kind/enhancement', 'created_at': '2020-03-19T16:20:44+08:00', 'updated_at': '2021-02-04T20:22:47+08:00'}]",2020-05-22T12:00:51+08:00,2020-06-02T10:49:39+08:00,,RFC
612,2520129,I1I0JL,open,7346502,ziruiwu,ZiruiWu,[],2020-05-22T02:49:29+08:00,2020-05-22T02:51:51+08:00,,Empty-Template
613,2510093,I1HSST,open,6584654,yoonlee666,yoonlee666,[],2020-05-20T15:09:12+08:00,2020-05-21T17:27:42+08:00,,RFC
614,2503665,I1HNU9,open,6557666,HidyLi,HidyLi,"[{'id': 58021213, 'name': 'kind/bug', 'color': 'ec0019', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/kind/bug', 'created_at': '2020-03-19T16:22:05+08:00', 'updated_at': '2021-02-05T17:06:03+08:00'}, {'id': 58022108, 'name': 'device/gpu', 'color': '1083d6', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/device/gpu', 'created_at': '2020-03-19T16:26:25+08:00', 'updated_at': '2021-02-05T17:06:03+08:00'}, {'id': 58024753, 'name': 'stat/RFC', 'color': 'f1009a', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/stat/RFC', 'created_at': '2020-03-19T16:43:53+08:00', 'updated_at': '2021-02-04T10:22:52+08:00'}]",2020-05-19T15:10:49+08:00,2021-01-04T09:38:49+08:00,,Bug-Report
615,2495361,I1HHFL,open,6574868,jojobugfree,caifubi,[],2020-05-18T11:36:24+08:00,2020-05-18T11:40:10+08:00,,RFC
616,2472473,I1GZRT,open,6574896,dwtt2012,dengwentao,[],2020-05-13T09:51:55+08:00,2020-05-13T09:53:05+08:00,,Bug-Report
617,2460288,I1GQDC,open,1547209,xianshunw,xianshunw,[],2020-05-10T23:18:18+08:00,2020-05-10T23:18:19+08:00,,RFC
618,2459310,I1GPM6,open,6570671,wenkai_dist,wenkai,[],2020-05-10T11:28:04+08:00,2020-05-10T11:28:16+08:00,,Empty-Template
619,2459307,I1GPM3,open,6570671,wenkai_dist,wenkai,[],2020-05-10T11:25:49+08:00,2020-05-10T11:26:01+08:00,,Empty-Template
620,2447676,I1GGN0,open,6571739,giancarlo,Giancarlo,[],2020-05-08T00:42:10+08:00,2020-06-03T05:31:45+08:00,,RFC
621,2444773,I1GEED,open,7347367,wangnan39,wangnan39,[],2020-05-07T14:25:34+08:00,2020-09-16T15:19:02+08:00,,Bug-Report
622,2430809,I1G3MH,open,7342144,cathwong,cathwong,"[{'id': 58023093, 'name': 'comp/data', 'color': '8c6e63', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/comp/data', 'created_at': '2020-03-19T16:32:45+08:00', 'updated_at': '2021-02-06T07:00:20+08:00'}]",2020-05-02T01:59:22+08:00,2020-09-29T03:21:02+08:00,,Bug-Report
623,2428234,I1G1MY,open,6574868,jojobugfree,caifubi,[],2020-04-30T15:40:19+08:00,2020-04-30T15:41:41+08:00,,RFC
624,2427085,I1G0R1,open,5512830,ninn55,ninn55,[],2020-04-30T11:50:42+08:00,2020-04-30T14:17:45+08:00,,Bug-Report
625,2419313,I1FUR5,open,6570671,wenkai_dist,wenkai,[],2020-04-28T21:23:45+08:00,2020-04-28T21:23:56+08:00,,Task-Tracking
626,2419105,I1FULD,open,6575002,guoqi1024,guoqi,[],2020-04-28T19:40:13+08:00,2020-04-28T20:59:50+08:00,,Empty-Template
627,2414504,I1FR1K,open,7342111,ervinzhang,章一智,[],2020-04-27T23:45:17+08:00,2020-06-26T02:20:12+08:00,,RFC
628,2410313,I1FNT5,open,7347208,wilfchen,chenweifeng,[],2020-04-27T10:45:14+08:00,2020-07-03T14:14:24+08:00,,RFC
629,2409041,I1FMTT,open,7346502,ziruiwu,ZiruiWu,[],2020-04-26T22:11:38+08:00,2020-04-26T22:13:47+08:00,,Bug-Report
630,2405269,I1FJX1,open,6574868,jojobugfree,caifubi,"[{'id': 58024431, 'name': 'comp/device', 'color': '1083d6', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/comp/device', 'created_at': '2020-03-19T16:41:25+08:00', 'updated_at': '2020-12-10T20:46:56+08:00'}, {'id': 58023172, 'name': 'comp/runtime', 'color': '6a06d1', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/comp/runtime', 'created_at': '2020-03-19T16:33:17+08:00', 'updated_at': '2020-12-08T19:23:51+08:00'}, {'id': 58022151, 'name': 'device/ascend', 'color': 'b000cf', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/device/ascend', 'created_at': '2020-03-19T16:26:34+08:00', 'updated_at': '2021-02-05T16:40:22+08:00'}]",2020-04-26T10:04:50+08:00,2020-04-26T10:05:50+08:00,,RFC
631,2402530,I1FHSY,open,7362853,wuhaiwei_framwork,wuhaiwei,[],2020-04-24T22:57:51+08:00,2020-04-24T22:57:53+08:00,,Bug-Report
632,2393109,I1FAJ9,open,5554527,leonwanghui,leonwanghui,[],2020-04-23T10:35:09+08:00,2020-04-23T10:35:10+08:00,,Bug-Report
633,2386600,I1F5IG,open,7346502,ziruiwu,ZiruiWu,[],2020-04-22T01:30:02+08:00,2020-04-22T01:33:53+08:00,,Task-Tracking
634,2374656,I1EWAO,open,2305954,fudan_aidev,fudan_aidev,[],2020-04-19T09:10:59+08:00,2020-04-19T09:14:49+08:00,,Empty-Template
635,2373550,I1EVFY,open,6584654,yoonlee666,yoonlee666,"[{'id': 58024345, 'name': 'comp/example', 'color': '8c6e63', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/comp/example', 'created_at': '2020-03-19T16:40:50+08:00', 'updated_at': '2021-01-19T09:30:20+08:00'}]",2020-04-18T16:06:53+08:00,2020-06-09T17:23:36+08:00,,RFC
636,2372896,I1EUXS,open,6571706,kaitingwang,kaitingwang,[],2020-04-18T12:16:06+08:00,2020-05-13T01:38:01+08:00,,RFC
637,2372268,I1EUGC,open,6571706,kaitingwang,kaitingwang,[],2020-04-18T06:49:32+08:00,2020-05-08T05:09:05+08:00,,Bug-Report
638,2371862,I1EU52,open,7342754,mamba_ni,mamba_ni,[],2020-04-17T21:07:56+08:00,2020-04-17T21:07:57+08:00,,Bug-Report
639,2371647,I1ETZ3,open,6517995,hanyuanai,yuanhan,"[{'id': 58022151, 'name': 'device/ascend', 'color': 'b000cf', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/device/ascend', 'created_at': '2020-03-19T16:26:34+08:00', 'updated_at': '2021-02-05T16:40:22+08:00'}, {'id': 58020586, 'name': 'kind/feature', 'color': '6a06d1', 'repository_id': 5439905, 'url': 'https://gitee.com/api/v5/enterprises/mind_spore/labels/kind/feature', 'created_at': '2020-03-19T16:18:31+08:00', 'updated_at': '2021-02-05T17:06:03+08:00'}]",2020-04-17T19:26:13+08:00,2020-04-22T11:17:40+08:00,2020-04-17T20:25:09+08:00,RFC
